Symbol,Metric,PrevDay,PrevDay2,PrevLastHr,DelivPct,DelivPctPrev,Open,dTC,dBC,wTC,wBC,09:10,09:20,09:40
PIIND,PUT VOL,29970,2294,,,,,,,,,185,656,983
PIIND,PUT OI,6313,5605,,,,,,,,,6294,6269,6250
PNB,PRICE,117.0,118.0,,,,116.61,117.72,117.24,117.17,116.96,117.0,117.0,117.0
PNB,VWAP,,,,,,,,,,,117.09,117.17,117.38
PNB,CASH VOL,8967547,8624424,2435347,46.16,44.66,,,,,,410726,832991,1416493
PNB,F&O VOL,19457,18144,,,,,,,,,208,765,2231
PNB,F&O OI,50795,51032,,,,,,,,,50806,50906,50888
PNB,CALL VOL,7995,8474,,,,,,,,,180,400,1216
PNB,CALL OI,6785,6926,,,,,,,,,6686,6735,6811
PNB,PUT VOL,4703,5201,,,,,,,,,72,190,514
PNB,PUT OI,4361,4979,,,,,,,,,4743,4744,4321
PNBHOUSING,PRICE,1125.6,1141.1,,,,1125.1,1134.35,1128.52,1144.0,1136.73,1125.0,1133.0,1138.0
PNBHOUSING,VWAP,,,,,,,,,,,1130.47,1131.8,1135.54
PNBHOUSING,CASH VOL,217294,1155761,79473,45.6,54.04,,,,,,15007,20734,194721
PNBHOUSING,F&O VOL,6310,13339,,,,,,,,,72,266,985
PNBHOUSING,F&O OI,25049,24926,,,,,,,,,25064,25128,25109
PNBHOUSING,CALL VOL,2438,6890,,,,,,,,,46,144,487
PNBHOUSING,CALL OI,3854,3690,,,,,,,,,3648,3908,3916
PNBHOUSING,PUT VOL,1874,3844,,,,,,,,,26,78,250
PNBHOUSING,PUT OI,2409,2411,,,,,,,,,2444,2420,2410
POLICYBZR,PRICE,1805.0,1793.0,,,,1800.0,1800.02,1790.05,1778.55,1754.85,1805.0,1817.0,1812.0
POLICYBZR,VWAP,,,,,,,,,,,1808.43,1814.66,1814.02
POLICYBZR,CASH VOL,793833,814918,439949,60.22,57.4,,,,,,26135,60619,91706
POLICYBZR,F&O VOL,14472,21105,,,,,,,,,375,2310,3831
POLICYBZR,F&O OI,38644,39894,,,,,,,,,38567,38642,38569
POLICYBZR,CALL VOL,7296,11991,,,,,,,,,342,1489,2155
POLICYBZR,CALL OI,5676,6012,,,,,,,,,5605,5560,5459
POLICYBZR,PUT VOL,2744,2953,,,,,,,,,71,499,892
POLICYBZR,PUT OI,4856,4966,,,,,,,,,4844,4875,4859
POLYCAB,PRICE,8350.0,8369.5,,,,8398.5,8393.5,8364.5,8345.33,8236.0,8350.0,8413.0,8407.0
POLYCAB,VWAP,,,,,,,,,,,8396.67,8399.97,8403.43
POLYCAB,CASH VOL,231281,211821,56685,55.91,54.7,,,,,,6786,11707,20435
POLYCAB,F&O VOL,26795,28736,,,,,,,,,604,1466,3559
POLYCAB,F&O OI,57079,59911,,,,,,,,,57175,57234,57273
POLYCAB,CALL VOL,12789,13664,,,,,,,,,299,779,1705
POLYCAB,CALL OI,10153,10714,,,,,,,,,10202,10202,10265
POLYCAB,PUT VOL,5712,7457,,,,,,,,,241,545,972
POLYCAB,PUT OI,9284,9909,,,,,,,,,9318,9359,9387
POWERGRID,PRICE,265.95,266.1,,,,265.95,267.12,266.34,269.68,268.43,265.0,266.0,267.0
POWERGRID,VWAP,,,,,,,,,,,266.6,266.63,266.81
POWERGRID,CASH VOL,7314792,6934502,2485718,64.77,64.06,,,,,,205532,304650,449228
POWERGRID,F&O VOL,21608,21718,,,,,,,,,387,917,1686
POWERGRID,F&O OI,65865,66160,,,,,,,,,65863,65821,65887
POWERGRID,CALL VOL,9783,9632,,,,,,,,,285,570,888
POWERGRID,CALL OI,10433,10641,,,,,,,,,10425,10420,10396
POWERGRID,PUT VOL,6032,5356,,,,,,,,,83,248,416
POWERGRID,PUT OI,6089,6572,,,,,,,,,6086,6068,6092
POWERINDIA,PRICE,31415.0,31870.0,,,,31565.0,31872.5,31567.5,32190.83,31172.5,31415.0,31480.0,31440.0
POWERINDIA,VWAP,,,,,,,,,,,31468.33,31457.24,31441.45
POWERINDIA,CASH VOL,89147,64069,24295,40.79,45.62,,,,,,4183,7031,9556
POWERINDIA,F&O VOL,69905,47473,,,,,,,,,1467,4014,7574
POWERINDIA,F&O OI,59920,58803,,,,,,,,,60242,60454,60786
POWERINDIA,CALL VOL,33191,16582,,,,,,,,,1381,2390,4271
POWERINDIA,CALL OI,12953,12238,,,,,,,,,13220,13419,13609
POWERINDIA,PUT VOL,19022,12669,,,,,,,,,424,792,1450
POWERINDIA,PUT OI,8641,8773,,,,,,,,,8691,8659,8687
PREMIERENE,PRICE,907.2,919.9,,,,909.8,908.1,907.5,929.4,911.13,907.0,909.0,908.0
PREMIERENE,VWAP,,,,,,,,,,,907.7,908.07,908.4
PREMIERENE,CASH VOL,1202025,1174173,279331,56.27,50.58,,,,,,53149,72751,103533
PREMIERENE,F&O VOL,10419,18514,,,,,,,,,256,529,1425
PREMIERENE,F&O OI,35393,33836,,,,,,,,,35416,35407,35310
PREMIERENE,CALL VOL,4704,10433,,,,,,,,,168,272,787
PREMIERENE,CALL OI,8896,8608,,,,,,,,,7958,7968,8749
PREMIERENE,PUT VOL,1747,3205,,,,,,,,,110,170,394
PREMIERENE,PUT OI,6113,6118,,,,,,,,,5935,5924,6126
PRESTIGE,PRICE,1479.6,1474.0,,,,1479.6,1477.92,1474.55,1469.95,1446.72,1479.0,1486.0,1486.0
PRESTIGE,VWAP,,,,,,,,,,,1483.43,1484.11,1485.81
PRESTIGE,CASH VOL,512562,294871,70271,71.07,36.05,,,,,,5991,7914,12399
PRESTIGE,F&O VOL,6877,7745,,,,,,,,,29,388,946
PRESTIGE,F&O OI,24954,25246,,,,,,,,,24945,24869,24756
PRESTIGE,CALL VOL,2995,4441,,,,,,,,,21,123,377
PRESTIGE,CALL OI,3337,3536,,,,,,,,,3329,3324,3309
PRESTIGE,PUT VOL,1257,1421,,,,,,,,,29,64,118
PRESTIGE,PUT OI,3336,3429,,,,,,,,,3335,3352,3362
RADICO,PRICE,4448.8,4480.0,,,,4450.4,4474.15,4457.25,4495.97,4417.1,4448.0,4547.0,4564.0
RADICO,VWAP,,,,,,,,,,,4488.0,4528.07,4566.44
RADICO,CASH VOL,160829,421324,59000,57.36,51.56,,,,,,5600,25949,105516
RADICO,F&O VOL,6443,16103,,,,,,,,,115,2971,22371
RADICO,F&O OI,14464,14568,,,,,,,,,14474,14652,17392
RADICO,CALL VOL,3825,9457,,,,,,,,,132,3159,15971
RADICO,CALL OI,4223,4282,,,,,,,,,4192,4493,5953
RADICO,PUT VOL,1563,3237,,,,,,,,,62,528,4491
RADICO,PUT OI,1862,1891,,,,,,,,,1926,1905,2559
RBLBANK,PRICE,423.2,402.4,,,,423.2,420.01,413.62,412.67,406.23,423.0,425.0,426.0
RBLBANK,VWAP,,,,,,,,,,,424.08,424.52,425.31
RBLBANK,CASH VOL,7366610,2214016,2014015,28.6,44.71,,,,,,301080,645434,1040495
RBLBANK,F&O VOL,59236,11053,,,,,,,,,2080,5146,9392
RBLBANK,F&O OI,30185,25110,,,,,,,,,30225,30466,31090
RBLBANK,CALL VOL,31310,5812,,,,,,,,,1307,3209,5042
RBLBANK,CALL OI,6144,5783,,,,,,,,,6140,6169,6264
RBLBANK,PUT VOL,14466,1814,,,,,,,,,715,1445,2195
RBLBANK,PUT OI,3976,1808,,,,,,,,,3951,4115,4291
RECLTD,PRICE,307.1,310.2,,,,308.0,309.05,307.75,312.0,312.0,307.0,309.0,310.0
RECLTD,VWAP,,,,,,,,,,,308.57,309.12,309.26
RECLTD,CASH VOL,4641953,3372052,844457,63.28,64.98,,,,,,634869,1318669,1478894
RECLTD,F&O VOL,19826,15716,,,,,,,,,623,2268,4334
RECLTD,F&O OI,62948,62163,,,,,,,,,62883,62809,62589
RECLTD,CALL VOL,8997,6994,,,,,,,,,241,1016,1853
RECLTD,CALL OI,8170,8333,,,,,,,,,8120,8017,7908
RECLTD,PUT VOL,3906,2871,,,,,,,,,157,692,1264
RECLTD,PUT OI,5840,5640,,,,,,,,,5863,5909,5835
RELIANCE,PRICE,1240.4,1247.4,,,,1242.0,1244.65,1241.82,1246.9,1233.23,1240.0,1242.0,1243.0
RELIANCE,VWAP,,,,,,,,,,,1243.5,1244.17,1243.92
RELIANCE,CASH VOL,10684376,10007218,4004031,57.18,64.57,,,,,,331253,552409,759399
RELIANCE,F&O VOL,320167,356718,,,,,,,,,7387,21286,41027
RELIANCE,F&O OI,647898,643302,,,,,,,,,648635,649593,651006
RELIANCE,CALL VOL,112516,146811,,,,,,,,,4051,8794,14345
RELIANCE,CALL OI,52827,50350,,,,,,,,,80982,53497,53904
RELIANCE,PUT VOL,65911,75889,,,,,,,,,2072,5625,9132
RELIANCE,PUT OI,37308,40140,,,,,,,,,45997,37509,37625
RVNL,PRICE,211.15,209.71,,,,211.8,211.47,211.26,211.1,204.72,211.0,211.0,212.0
RVNL,VWAP,,,,,,,,,,,211.34,211.43,211.62
RVNL,CASH VOL,4049857,6562323,935296,23.96,26.17,,,,,,137823,270280,457349
RVNL,F&O VOL,26931,46739,,,,,,,,,339,1022,2638
RVNL,F&O OI,51385,52838,,,,,,,,,51373,51427,51265
RVNL,CALL VOL,14731,27876,,,,,,,,,299,674,1531
RVNL,CALL OI,12866,14326,,,,,,,,,12852,12911,12786
RVNL,PUT VOL,5463,9873,,,,,,,,,55,187,493
RVNL,PUT OI,7273,7525,,,,,,,,,7270,7263,7317
SAIL,PRICE,174.01,177.3,,,,174.5,176.14,174.72,177.04,176.47,174.0,176.0,178.0
SAIL,VWAP,,,,,,,,,,,176.57,176.61,177.21
SAIL,CASH VOL,7065250,7044243,2313118,40.67,41.89,,,,,,499500,1472473,3243772
SAIL,F&O VOL,4818,1406,,,,,,,,,,14,44
SAIL,F&O OI,49886,49926,,,,,,,,,49886,49886,49881
SAIL,CALL VOL,7,3,,,,,,,,,0,1,2
SAIL,CALL OI,1437,1439,,,,,,,,,910,1437,1437
SAIL,PUT VOL,36,29,,,,,,,,,0,2,3
SAIL,PUT OI,2762,2766,,,,,,,,,2379,2762,2762
SBICARD,PRICE,634.95,637.0,,,,636.0,636.65,635.52,647.06,638.88,634.0,636.0,637.0
SBICARD,VWAP,,,,,,,,,,,637.82,637.26,637.25
SBICARD,CASH VOL,676501,950045,330439,49.69,56.98,,,,,,20355,36743,44688
SBICARD,F&O VOL,15230,10005,,,,,,,,,318,756,1244
SBICARD,F&O OI,49364,49789,,,,,,,,,49328,49345,49334
SBICARD,CALL VOL,6800,4223,,,,,,,,,164,314,474
SBICARD,CALL OI,6805,6793,,,,,,,,,6768,6772,6744
SBICARD,PUT VOL,3045,2310,,,,,,,,,128,238,371
SBICARD,PUT OI,5346,5785,,,,,,,,,5330,5340,5352
SBILIFE,PRICE,1756.3,1756.0,,,,1758.0,1756.35,1756.32,1724.67,1712.0,1756.0,1750.0,1746.0
SBILIFE,VWAP,,,,,,,,,,,1757.23,1752.76,1750.1
SBILIFE,CASH VOL,329671,707336,99285,57.89,60.5,,,,,,12809,20919,32085
SBILIFE,F&O VOL,12761,22983,,,,,,,,,490,1104,1947
SBILIFE,F&O OI,38335,38809,,,,,,,,,38317,38382,38407
SBILIFE,CALL VOL,5940,13019,,,,,,,,,350,690,1136
SBILIFE,CALL OI,8111,8237,,,,,,,,,8335,8139,8174
SBILIFE,PUT VOL,3864,6947,,,,,,,,,175,386,670
SBILIFE,PUT OI,5583,5943,,,,,,,,,4717,5602,5588
SBIN,PRICE,987.0,996.0,,,,987.0,990.7,988.23,992.45,984.95,987.0,988.0,990.0
SBIN,VWAP,,,,,,,,,,,990.07,989.92,990.24
SBIN,CASH VOL,6126235,3590054,1750730,49.82,53.0,,,,,,224530,375949,579023
SBIN,F&O VOL,217574,110786,,,,,,,,,4676,15797,23634
SBIN,F&O OI,302655,297314,,,,,,,,,302643,301968,301712
SBIN,CALL VOL,100308,45393,,,,,,,,,2901,7942,11362
SBIN,CALL OI,41009,38097,,,,,,,,,40724,39917,39724
SBIN,PUT VOL,56087,27603,,,,,,,,,1760,4618,6478
SBIN,PUT OI,31553,31272,,,,,,,,,31797,31869,31946
SHREECEM,PRICE,22200.0,22550.0,,,,22210.0,22407.5,22269.17,22510.83,22332.5,22200.0,22350.0,22440.0
SHREECEM,VWAP,,,,,,,,,,,22346.67,22362.08,22356.09
SHREECEM,CASH VOL,9585,34945,3307,41.31,68.96,,,,,,294,816,1355
SHREECEM,F&O VOL,17473,20783,,,,,,,,,366,1084,2311
SHREECEM,F&O OI,29292,29230,,,,,,,,,29374,29361,29310
SHREECEM,CALL VOL,5789,8355,,,,,,,,,106,264,1022
SHREECEM,CALL OI,3197,3352,,,,,,,,,3079,3115,3160
SHREECEM,PUT VOL,1591,3336,,,,,,,,,76,225,265
SHREECEM,PUT OI,1739,1808,,,,,,,,,2011,1998,1802
SHRIRAMFIN,PRICE,1006.0,1011.8,,,,1012.0,1006.05,1006.02,1009.58,1008.75,1006.0,1016.0,1013.0
SHRIRAMFIN,VWAP,,,,,,,,,,,1014.87,1015.38,1014.94
SHRIRAMFIN,CASH VOL,3773069,2189525,1250739,63.92,62.71,,,,,,132921,208566,305325
SHRIRAMFIN,F&O VOL,39903,22796,,,,,,,,,1170,3280,4890
SHRIRAMFIN,F&O OI,68847,66106,,,,,,,,,68811,68877,69022
SHRIRAMFIN,CALL VOL,20337,11368,,,,,,,,,995,2144,2845
SHRIRAMFIN,CALL OI,14534,12513,,,,,,,,,14502,14623,14674
SHRIRAMFIN,PUT VOL,11186,5411,,,,,,,,,317,827,1263
SHRIRAMFIN,PUT OI,10658,10319,,,,,,,,,10648,10661,10701
SIEMENS,PRICE,3858.0,3887.0,,,,3878.3,3902.2,3872.73,3883.67,3823.2,3858.0,3874.0,3862.0
SIEMENS,VWAP,,,,,,,,,,,3873.93,3872.82,3870.52
SIEMENS,CASH VOL,257553,196942,47893,41.84,42.98,,,,,,7457,11552,15026
SIEMENS,F&O VOL,29455,20848,,,,,,,,,375,1120,2379
SIEMENS,F&O OI,41021,39592,,,,,,,,,41075,41089,41007
SIEMENS,CALL VOL,17829,10182,,,,,,,,,365,815,1523
SIEMENS,CALL OI,7690,6465,,,,,,,,,7721,7719,7706
SIEMENS,PUT VOL,5614,4663,,,,,,,,,142,335,585
SIEMENS,PUT OI,5552,5634,,,,,,,,,5585,5574,5547
SOLARINDS,PRICE,19890.0,19265.0,,,,20050.0,19850.0,19770.0,20590.0,19233.33,19890.0,20255.0,20250.0
SOLARINDS,VWAP,,,,,,,,,,,20138.33,20215.46,20224.74
SOLARINDS,CASH VOL,396641,215492,68954,40.15,34.31,,,,,,17041,41261,63124
SOLARINDS,F&O VOL,273732,150766,,,,,,,,,9860,28657,44508
SOLARINDS,F&O OI,85837,88684,,,,,,,,,87082,87751,88854
SOLARINDS,CALL VOL,153135,84223,,,,,,,,,7198,18857,27262
SOLARINDS,CALL OI,17979,21528,,,,,,,,,18787,19106,19630
SOLARINDS,PUT VOL,36757,11057,,,,,,,,,1273,3439,6404
SOLARINDS,PUT OI,10561,9678,,,,,,,,,10768,11115,11404
SONACOMS,PRICE,809.0,795.25,,,,808.55,806.51,801.52,800.51,785.52,809.0,812.0,807.0
SONACOMS,VWAP,,,,,,,,,,,806.5,810.38,810.32
SONACOMS,CASH VOL,1560055,2121116,425067,43.4,41.24,,,,,,72734,183643,248189
SONACOMS,F&O VOL,15283,20477,,,,,,,,,278,2832,4243
SONACOMS,F&O OI,22308,22329,,,,,,,,,22368,22413,22422
SONACOMS,CALL VOL,8398,11444,,,,,,,,,296,1914,2601
SONACOMS,CALL OI,4376,4501,,,,,,,,,4430,4349,4321
SONACOMS,PUT VOL,3437,4442,,,,,,,,,92,760,1021
SONACOMS,PUT OI,2572,2485,,,,,,,,,2589,2558,2578
SRF,PRICE,2538.3,2540.0,,,,2545.0,2540.35,2538.98,2510.4,2507.2,2538.0,2546.0,2551.0
SRF,VWAP,,,,,,,,,,,2546.9,2546.9,2548.15
SRF,CASH VOL,69512,103302,24514,54.42,51.19,,,,,,2459,4283,7077
SRF,F&O VOL,8928,8568,,,,,,,,,229,825,1550
SRF,F&O OI,36311,36547,,,,,,,,,36337,36345,36257
SRF,CALL VOL,4471,4725,,,,,,,,,75,265,569
SRF,CALL OI,6893,7251,,,,,,,,,6885,6931,6870
SRF,PUT VOL,2571,2521,,,,,,,,,149,515,837
SRF,PUT OI,4970,5102,,,,,,,,,5023,4970,4961
SUNPHARMA,PRICE,1846.4,1868.9,,,,1846.4,1859.35,1850.72,1852.6,1842.4,1846.0,1850.0,1846.0
SUNPHARMA,VWAP,,,,,,,,,,,1850.97,1851.29,1849.84
SUNPHARMA,CASH VOL,1062235,2534364,429192,63.66,53.63,,,,,,41684,66150,88297
SUNPHARMA,F&O VOL,52633,128207,,,,,,,,,1424,3717,5885
SUNPHARMA,F&O OI,87230,86982,,,,,,,,,87278,87437,87458
SUNPHARMA,CALL VOL,28330,81790,,,,,,,,,1018,2391,3266
SUNPHARMA,CALL OI,17655,16576,,,,,,,,,21787,17803,17816
SUNPHARMA,PUT VOL,13571,33361,,,,,,,,,458,1010,1509
SUNPHARMA,PUT OI,10290,11545,,,,,,,,,10553,10325,10370
SUPREMEIND,PRICE,3460.5,3500.0,,,,3477.8,3473.55,3464.85,3528.58,3425.15,3460.0,3478.0,3482.0
SUPREMEIND,VWAP,,,,,,,,,,,3477.1,3476.27,3479.93
SUPREMEIND,CASH VOL,194956,134302,46482,65.35,42.7,,,,,,2803,3826,8771
SUPREMEIND,F&O VOL,15295,19734,,,,,,,,,313,533,990
SUPREMEIND,F&O OI,22634,21835,,,,,,,,,22671,22739,22781
SUPREMEIND,CALL VOL,8101,10995,,,,,,,,,168,319,624
SUPREMEIND,CALL OI,4537,4020,,,,,,,,,4574,4633,4655
SUPREMEIND,PUT VOL,4879,6309,,,,,,,,,136,176,291
SUPREMEIND,PUT OI,3040,2989,,,,,,,,,3039,3042,3054
SUZLON,PRICE,43.0,43.34,,,,43.0,43.56,43.19,43.36,43.22,43.0,42.0,42.0
SUZLON,VWAP,,,,,,,,,,,42.98,42.85,42.71
SUZLON,CASH VOL,41578320,26003443,9674047,43.21,43.49,,,,,,2687107,5875696,10615469
SUZLON,F&O VOL,25977,13786,,,,,,,,,562,1767,3541
SUZLON,F&O OI,65548,63590,,,,,,,,,65619,66037,66127
SUZLON,CALL VOL,10441,4375,,,,,,,,,207,720,1438
SUZLON,CALL OI,9048,8680,,,,,,,,,9112,9257,9299
SUZLON,PUT VOL,3570,1660,,,,,,,,,68,241,485
SUZLON,PUT OI,4252,4437,,,,,,,,,4253,4287,4291
SWIGGY,PRICE,284.05,272.7,,,,284.3,282.21,278.52,275.73,273.94,284.0,284.0,281.0
SWIGGY,VWAP,,,,,,,,,,,287.07,286.11,284.52
SWIGGY,CASH VOL,32604564,20354755,6599109,59.9,55.06,,,,,,1552003,2651865,4365514
SWIGGY,F&O VOL,84593,43869,,,,,,,,,6908,14496,22459
SWIGGY,F&O OI,97384,95286,,,,,,,,,97268,97262,97880
SWIGGY,CALL VOL,42815,22875,,,,,,,,,5420,9818,13199
SWIGGY,CALL OI,16383,17867,,,,,,,,,16735,16869,16667
SWIGGY,PUT VOL,18256,7998,,,,,,,,,1659,3000,5019
SWIGGY,PUT OI,14036,13297,,,,,,,,,14037,13887,13802
TATACONSUM,PRICE,984.1,1000.6,,,,988.4,995.05,987.75,1003.15,998.38,984.0,990.0,988.0
TATACONSUM,VWAP,,,,,,,,,,,988.1,988.94,988.76
TATACONSUM,CASH VOL,683063,688026,181521,56.82,50.36,,,,,,21902,33966,46971
TATACONSUM,F&O VOL,17524,19094,,,,,,,,,354,1066,1998
TATACONSUM,F&O OI,51928,52088,,,,,,,,,51956,51958,52013
TATACONSUM,CALL VOL,7975,8272,,,,,,,,,263,625,949
TATACONSUM,CALL OI,3881,3755,,,,,,,,,3894,3947,3916
TATACONSUM,PUT VOL,3810,5029,,,,,,,,,167,293,496
TATACONSUM,PUT OI,5839,6069,,,,,,,,,5850,5839,5833
TATAELXSI,PRICE,3220.0,3287.0,,,,3220.0,3247.5,3229.17,3399.4,3310.93,3220.0,3242.0,3246.0
TATAELXSI,VWAP,,,,,,,,,,,3235.4,3240.81,3241.71
TATAELXSI,CASH VOL,523177,336930,114317,30.64,43.5,,,,,,15997,30273,38424
TATAELXSI,F&O VOL,62685,26519,,,,,,,,,1058,3440,5258
TATAELXSI,F&O OI,50134,43524,,,,,,,,,50187,50138,50184
TATAELXSI,CALL VOL,27158,9181,,,,,,,,,892,2064,2762
TATAELXSI,CALL OI,9068,5237,,,,,,,,,9046,9037,9109
TATAELXSI,PUT VOL,18756,5962,,,,,,,,,390,934,1297
TATAELXSI,PUT OI,5184,4685,,,,,,,,,5254,5294,5263
TATAPOWER,PRICE,367.0,367.15,,,,367.0,367.95,367.32,372.84,368.92,367.0,367.0,368.0
TATAPOWER,VWAP,,,,,,,,,,,367.65,367.89,368.03
TATAPOWER,CASH VOL,2521297,2875538,624657,50.68,49.9,,,,,,46129,85129,133285
TATAPOWER,F&O VOL,24019,25821,,,,,,,,,385,1028,1984
TATAPOWER,F&O OI,88625,89958,,,,,,,,,88674,88712,88674
TATAPOWER,CALL VOL,10741,12896,,,,,,,,,255,588,918
TATAPOWER,CALL OI,14009,14491,,,,,,,,,14020,14061,14009
TATAPOWER,PUT VOL,7634,8529,,,,,,,,,129,323,557
TATAPOWER,PUT OI,12764,13277,,,,,,,,,12798,12801,12780
TATASTEEL,PRICE,184.97,183.4,,,,184.88,184.75,184.3,185.32,184.88,184.0,186.0,187.0
TATASTEEL,VWAP,,,,,,,,,,,185.55,186.35,186.65
TATASTEEL,CASH VOL,17525509,9933718,4782471,42.32,40.21,,,,,,807342,2313885,3488955
TATASTEEL,F&O VOL,136614,79608,,,,,,,,,1709,11916,22917
TATASTEEL,F&O OI,188899,188444,,,,,,,,,189114,189433,189704
TATASTEEL,CALL VOL,54277,39658,,,,,,,,,1163,6540,10818
TATASTEEL,CALL OI,29050,32662,,,,,,,,,29143,28652,28296
TATASTEEL,PUT VOL,27406,19167,,,,,,,,,957,4508,7439
TATASTEEL,PUT OI,20025,20783,,,,,,,,,20073,20473,20717
TCS,PRICE,2105.0,2128.7,,,,2099.0,2116.7,2108.9,2212.1,2140.7,2105.0,2093.0,2093.0
TCS,VWAP,,,,,,,,,,,2095.7,2093.36,2093.13
TCS,CASH VOL,3641623,2330811,1601252,55.0,39.81,,,,,,164995,293252,388768
TCS,F&O VOL,282969,338178,,,,,,,,,13151,26118,44516
TCS,F&O OI,300227,299670,,,,,,,,,302426,304164,305017
TCS,CALL VOL,89905,118686,,,,,,,,,7142,10424,17622
TCS,CALL OI,30880,30097,,,,,,,,,32632,19411,34039
TCS,PUT VOL,95940,107268,,,,,,,,,5090,9255,12664
TCS,PUT OI,20268,21836,,,,,,,,,20287,18499,20047
TECHM,PRICE,1551.6,1558.5,,,,1540.0,1549.33,1544.8,1575.9,1550.03,1551.0,1549.0,1548.0
TECHM,VWAP,,,,,,,,,,,1549.23,1548.55,1548.38
TECHM,CASH VOL,1013719,970714,272827,55.79,49.96,,,,,,33752,52214,75591
TECHM,F&O VOL,33257,25932,,,,,,,,,1001,2059,3820
TECHM,F&O OI,62239,61863,,,,,,,,,62434,62480,62492
TECHM,CALL VOL,12352,11564,,,,,,,,,506,893,1664
TECHM,CALL OI,10048,10128,,,,,,,,,10888,10129,10190
TECHM,PUT VOL,12091,9233,,,,,,,,,562,964,1550
TECHM,PUT OI,6410,6582,,,,,,,,,6076,6509,6527
TIINDIA,PRICE,2574.0,2588.0,,,,2574.0,2587.9,2578.63,2586.63,2559.9,2574.0,2578.0,2579.0
TIINDIA,VWAP,,,,,,,,,,,2574.5,2576.39,2578.05
TIINDIA,CASH VOL,81195,95386,22395,46.77,53.98,,,,,,1702,4074,6335
TIINDIA,F&O VOL,7838,5127,,,,,,,,,48,187,358
TIINDIA,F&O OI,21729,21267,,,,,,,,,21738,21728,21753
TIINDIA,CALL VOL,4734,2742,,,,,,,,,36,75,139
TIINDIA,CALL OI,3779,3035,,,,,,,,,3785,3788,3806
TIINDIA,PUT VOL,1070,795,,,,,,,,,39,107,133
TIINDIA,PUT OI,2306,2283,,,,,,,,,2308,2290,2289
TITAN,PRICE,4928.5,4875.0,,,,4928.5,4926.42,4922.25,4893.5,4830.17,4928.0,4937.0,4933.0
TITAN,VWAP,,,,,,,,,,,4941.0,4940.54,4937.07
TITAN,CASH VOL,1238174,665067,241601,52.44,49.83,,,,,,21804,42745,61367
TITAN,F&O VOL,133841,57826,,,,,,,,,1795,4121,7267
TITAN,F&O OI,63479,63049,,,,,,,,,63552,63484,63486
TITAN,CALL VOL,71701,29791,,,,,,,,,1224,2497,4033
TITAN,CALL OI,15221,16464,,,,,,,,,15231,13122,15243
TITAN,PUT VOL,44643,18098,,,,,,,,,822,1632,2386
TITAN,PUT OI,11079,10777,,,,,,,,,11098,11014,11029
TMPV,PRICE,300.05,301.65,,,,300.1,300.65,300.25,308.32,305.31,300.0,300.0,301.0
TMPV,VWAP,,,,,,,,,,,300.1,300.48,300.74
TMPV,CASH VOL,6935097,8488497,2151260,49.11,46.77,,,,,,323068,548507,806248
TMPV,F&O VOL,79917,80539,,,,,,,,,2586,5269,9601
TMPV,F&O OI,139568,138779,,,,,,,,,139662,139724,139676
TMPV,CALL VOL,38941,41047,,,,,,,,,1692,2970,5032
TMPV,CALL OI,26135,26206,,,,,,,,,26056,26069,25978
TMPV,PUT VOL,16118,18963,,,,,,,,,489,1056,1640
TMPV,PUT OI,18254,19208,,,,,,,,,18325,18369,18416
TORNTPHARM,PRICE,4935.0,4970.0,,,,4924.0,4947.0,4939.0,4871.75,4850.58,4935.0,4918.0,4917.0
TORNTPHARM,VWAP,,,,,,,,,,,4903.67,4908.24,4918.7
TORNTPHARM,CASH VOL,244345,361244,59440,64.69,55.61,,,,,,5208,7751,14936
TORNTPHARM,F&O VOL,8832,31408,,,,,,,,,344,727,1644
TORNTPHARM,F&O OI,36963,37106,,,,,,,,,37024,37085,37142
TORNTPHARM,CALL VOL,4513,18394,,,,,,,,,132,349,829
TORNTPHARM,CALL OI,3906,3825,,,,,,,,,3951,3947,3960
TORNTPHARM,PUT VOL,2323,6984,,,,,,,,,154,299,547
TORNTPHARM,PUT OI,2593,2833,,,,,,,,,2598,2616,2627
TRENT,PRICE,2782.9,2815.5,,,,2782.9,2801.05,2788.95,2807.32,2773.95,2782.0,2786.0,2775.0
TRENT,VWAP,,,,,,,,,,,2789.43,2787.64,2776.88
TRENT,CASH VOL,764083,592996,254412,46.79,56.21,,,,,,10891,22075,115862
TRENT,F&O VOL,45977,29580,,,,,,,,,624,1867,4117
TRENT,F&O OI,76529,76282,,,,,,,,,76639,76736,76871
TRENT,CALL VOL,27471,15145,,,,,,,,,623,1244,2443
TRENT,CALL OI,14933,14872,,,,,,,,,14988,15088,15144
TRENT,PUT VOL,8773,6946,,,,,,,,,185,327,843
TRENT,PUT OI,6422,6980,,,,,,,,,6484,6466,6444
TVSMOTOR,PRICE,4140.0,4155.0,,,,4130.2,4161.05,4147.02,4147.03,4098.5,4140.0,4125.0,4136.0
TVSMOTOR,VWAP,,,,,,,,,,,4146.1,4139.45,4138.96
TVSMOTOR,CASH VOL,544904,183197,191548,66.48,44.25,,,,,,16303,32562,106288
TVSMOTOR,F&O VOL,26290,22071,,,,,,,,,499,1804,3319
TVSMOTOR,F&O OI,68249,68641,,,,,,,,,68208,68211,68132
TVSMOTOR,CALL VOL,10452,9784,,,,,,,,,373,904,1530
TVSMOTOR,CALL OI,8724,9323,,,,,,,,,8714,8696,8658
TVSMOTOR,PUT VOL,8114,6285,,,,,,,,,171,681,1061
